Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.32724E-3,77.473086516,0.906893639,0.028703704,0.775,0
5.51873E-3,78.024959698,0.914509303,0.027777778,0.7875,0
5.57069E-3,78.582028953,0.916466148,0.026851852,0.7875,0
5.64343E-3,79.14637146,0.91913026,0.025925926,0.8,0
5.71846E-3,79.718217952,0.921789867,0.025,0.8,0
5.85221E-3,80.303439069,0.926315164,0.024074074,0.8125,0
6.00613E-3,80.904051583,0.931199751,0.023148148,0.825,0
6.04649E-3,81.508700308,0.932426187,0.022222222,0.8375,0
6.29749E-3,82.138449636,0.939577406,0.021296296,0.85,0
6.37123E-3,82.775573126,0.941530739,0.02037037,0.8625,0
6.54386E-3,83.42995951,0.9458601,0.019444444,0.875,0
6.68454E-3,84.098413129,0.949149869,0.018518519,0.875,0
6.91264E-3,84.789677147,0.95406482,0.017592593,0.875,0
6.95962E-3,85.485638717,0.955016432,0.016666667,0.875,0
7.01824E-3,86.187462459,0.956176364,0.015740741,0.875,0
7.07085E-3,86.894547652,0.957191942,0.014814815,0.8875,0
7.14698E-3,87.609246132,0.958619954,0.013888889,0.8875,0
7.29892E-3,88.339138624,0.961329048,0.012962963,0.8875,0
7.30008E-3,89.069147015,0.961349016,0.012037037,0.8875,0
7.44902E-3,89.814049011,0.963831053,0.011111111,0.9,0
7.49955E-3,90.564004189,0.964636433,0.010185185,0.9125,0
7.79495E-3,91.343499087,0.96899829,0.009259259,0.9125,0
8.22259E-3,92.165758226,0.974377539,0.008333333,0.9125,0
8.6608E-3,93.031838191,0.978922886,0.007407407,0.925,0
8.7253E-3,93.904368151,0.979520093,0.006481481,0.9375,0
9.28127E-3,94.832495437,0.984014495,0.005555556,0.95,0
9.59885E-3,95.792380898,0.98612406,0.00462963,0.95,0
1.0077E-2,96.800077056,0.988786768,0.003703704,0.9625,0
1.05192E-2,97.851998106,0.990792556,0.002777778,0.975,0
1.06279E-2,98.914785333,0.991227791,0.001851852,0.9875,0
1.08521E-2,100,0.992062139,0.000925926,0.9875,0
1.08521E-2,100,0.992062139,0,0.9875,0
