x,y,species cloglog values
885.0,885.0,0.7516515
886.0,886.0,0.66207534
887.0,887.0,0.21515748
888.0,888.0,0.57388026
889.0,889.0,0.94712704
890.0,890.0,0.57618195
891.0,891.0,0.07110006
892.0,892.0,0.19937913
893.0,893.0,0.6685891
894.0,894.0,0.20077384
895.0,895.0,0.5604776
896.0,896.0,0.4701148
897.0,897.0,0.49216104
898.0,898.0,0.5501543
899.0,899.0,0.50030994
900.0,900.0,0.039267063
901.0,901.0,0.21792735
902.0,902.0,0.45673788
903.0,903.0,0.2723409
904.0,904.0,0.6239196
905.0,905.0,0.37898016
906.0,906.0,0.32858914
907.0,907.0,0.4127497
908.0,908.0,0.22221023
909.0,909.0,0.3414352
910.0,910.0,0.34469047
911.0,911.0,0.6152786
912.0,912.0,0.13609774
913.0,913.0,0.35761166
914.0,914.0,0.49579498
915.0,915.0,0.26899076
916.0,916.0,0.41776258
917.0,917.0,0.35561678
918.0,918.0,0.26202297
919.0,919.0,0.75559294
920.0,920.0,0.33476505
921.0,921.0,0.581751
922.0,922.0,0.34725404
923.0,923.0,0.07007634
924.0,924.0,0.14068452
925.0,925.0,0.45668903
926.0,926.0,0.74310964
927.0,927.0,0.39258516
928.0,928.0,0.18398926
929.0,929.0,0.58341545
930.0,930.0,0.09443327
931.0,931.0,0.8621993
932.0,932.0,0.45546666
933.0,933.0,0.30157602
934.0,934.0,0.22231741
935.0,935.0,0.83396703
936.0,936.0,0.1529533
937.0,937.0,0.34933814
938.0,938.0,0.8323356
939.0,939.0,0.37447247
940.0,940.0,0.55502135
941.0,941.0,0.15053983
942.0,942.0,0.57341945
943.0,943.0,0.23236743
944.0,944.0,0.46121016
945.0,945.0,0.51193386
946.0,946.0,0.7831053
947.0,947.0,0.32494715
948.0,948.0,0.6481987
949.0,949.0,0.5098463
950.0,950.0,0.0207524
951.0,951.0,0.36767808
952.0,952.0,0.0671087
953.0,953.0,0.402145
954.0,954.0,0.27925703
955.0,955.0,0.35715625
956.0,956.0,0.10549003
957.0,957.0,0.37380865
958.0,958.0,0.360533
959.0,959.0,0.822933
960.0,960.0,0.17733093
961.0,961.0,0.37246585
962.0,962.0,0.21580279
963.0,963.0,0.59833336
964.0,964.0,0.22144826
965.0,965.0,0.39308733
966.0,966.0,0.56360424
967.0,967.0,0.5133844
968.0,968.0,0.6263825
969.0,969.0,0.41006458
970.0,970.0,0.35590392
971.0,971.0,0.19061424
972.0,972.0,0.31179106
973.0,973.0,0.3273443
974.0,974.0,0.3743725
975.0,975.0,0.33840665
976.0,976.0,0.28201166
977.0,977.0,0.12757069
978.0,978.0,0.54071665
979.0,979.0,0.26199993
